url,type,title,title_len,city,meta,meta_len,h1,h1_count,h2_count,h3_count,question_headings,words,images,images_no_alt,internal_links,external_links,canonical,canonical_self,og_image,stock_og,faq,service,local,review,article,breadcrumb,schema,noindex,has_form,has_video,tel_link,score,grade,recommendations,issues
https://www.nexusnt.com/how-were-different/what-our-clients-are-saying/,company,What Our Clients Are Saying - Nexus Network Technologies,56,False,,0,"When our clients can rely on their IT, It’s a win.",1,1,0,1,1896,3,0,37,3,https://www.nexusnt.com/how-were-different/what-our-clients-are-saying/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,41,D,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Break the copy into two or more H2 sections | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/industries-served/,company,Industries Served - Nexus Network Technologies,46,False,"From Life Sciences to Professional Services, learn more about how we offer you a “just right” option that suits your business.",126,Serving businesses across many industries.,1,3,6,0,296,17,0,45,2,https://www.nexusnt.com/industries-served/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,33,F,Add the city or service area to the title | Add a heading that asks the question the page answers | Deepen to 300 words or more | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/industries-served/life-sciences/,industry,Life Sciences - Nexus Network Technologies,42,False,Highly regulated industries require the highest level of security and accountability to maintain compliance and Nexus’ services are designed to meet and exceed these standards.,176,IT Services Designed for Life Sciences.,1,7,6,0,717,12,0,40,2,https://www.nexusnt.com/industries-served/life-sciences/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,38,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/industries-served/manufacturing-warehousing/,industry,Manufacturing & Warehousing - Nexus Network Technologies,56,False,"When time is revenue, the cost of IT issues adds up. Take IT management off your plate with Nexus – with as little or as much support as you need.",146,Door to Dock Connectivity Drives Manufacturing Success,1,3,6,0,417,8,0,40,2,https://www.nexusnt.com/industries-served/manufacturing-warehousing/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,43,D,Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,8
https://www.nexusnt.com/industries-served/other-industries/,industry,Other Industries - Nexus Network Technologies,45,False,"We provide a flexible IT model to accommodate a range of needs – from consultation and project support to full-scale managed services and strategy, we offer you a “just right” option that suits your business.",208,IT Support Catered to Your Business Size & Industry,1,3,0,1,574,7,5,40,2,https://www.nexusnt.com/industries-served/other-industries/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,42,D,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Alt text on every image | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/industries-served/professional-services/,industry,Professional Services - Nexus Network Technologies,50,False,"When time is revenue, the cost of IT issues adds up. Take IT management off your plate with Nexus – with as little or as much support as you need.",146,Because You Just Need IT to Work,1,6,0,0,718,12,0,41,2,https://www.nexusnt.com/industries-served/professional-services/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,43,D,Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,8
https://www.nexusnt.com/managed-services-form/,form,Managed Services Form - Nexus Network Technologies,50,False,Interested in Managed Services for your business? Let’s get started.,68,Interested in Managed Services for your business? Let’s get started.,1,6,0,0,247,2,0,37,2,https://www.nexusnt.com/managed-services-form/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,False,33,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Deepen to 300 words or more | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image),9
https://www.nexusnt.com/network-as-a-service-form/,form,Network-as-a-Service Form - Nexus Network Technologies,54,False,Interested in NaaS for your business? Let’s get started.,56,Interested in Networking for your business? Let’s get started.,1,6,0,0,262,2,0,37,2,https://www.nexusnt.com/network-as-a-service-form/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,False,33,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Deepen to 300 words or more | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image),9
https://www.nexusnt.com/security-approach/,company,Security Approach - Nexus Network Technologies,46,False,"When your business is reliant on technology to operate, maintaining close to 100% uptime is critical and the right IT partner can get you there. Proactive cybersecurity is one essential element to achieving that goal.",217,Ensuring a Reliable Network – IT Matters.,1,5,0,0,618,6,2,40,2,https://www.nexusnt.com/security-approach/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,34,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Alt text on every image | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,10
https://www.nexusnt.com/services/,service,Services - Nexus Network Technologies,37,False,Not sure what service is right for your business? Let us help find what is right for you.,89,,1,3,6,1,778,11,4,49,2,https://www.nexusnt.com/services/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,47,D,Add the city or service area to the title | Alt text on every image | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,8
https://www.nexusnt.com/services/av-as-a-service/,service,AV as-a-Service - Nexus Network Technologies,44,False,"Services that Scale to Your Needs. Whether you need help with a specific project or an IT leader to help you set strategy, we meet you where you are.",149,Nexus Collab — A Turnkey Solution for all Your Needs.,1,3,5,1,394,7,0,39,2,https://www.nexusnt.com/services/av-as-a-service/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,51,D,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,7
https://www.nexusnt.com/services/consultation-project-services/,service,Consultation & Project Services - Nexus Network Technologies,60,False,"Services that Scale to Your Needs. Whether you need help with a specific project or an IT leader to help you set strategy, we meet you where you are.",149,Services that Scale to Your Needs,1,6,4,0,779,7,0,41,2,https://www.nexusnt.com/services/consultation-project-services/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,43,D,Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,8
https://www.nexusnt.com/services/managed-services/,service,Managed Services - Nexus Network Technologies,45,False,Managed Services from Nexus provides peace of mind for your leadership team when uptime and security matters and a positive experience for employees who need IT support. We take IT off your “to-do” list so you can focus on your business.,237,Nexus Managed Services: Performance Without Interruption.,1,6,0,0,942,13,0,40,2,https://www.nexusnt.com/services/managed-services/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,38,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/services/network-as-a-service/,service,Networking - Nexus Network Technologies,39,False,"Network as-a-Service (NaaS) is a subscription-based model that provides network infrastructure including hardware, software, management tools, licenses, internet access, and lifecycle services in a predictable monthly service. Pay only for what you need with turnkey network security included. Ready to remove the headache of owning and maintaining your network?",362,What is NaaS?,1,4,6,2,705,9,0,40,2,https://www.nexusnt.com/services/network-as-a-service/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,46,D,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,8
https://www.nexusnt.com/services/site-intelligence-platform/,service,Site Intelligence Platform - Nexus Network Technologies,55,False,"Network as-a-Service (NaaS) is a subscription-based model that provides network infrastructure including hardware, software, management tools, licenses, internet access, and lifecycle services in a predictable monthly service. Pay only for what you need with turnkey network security included. Ready to remove the headache of owning and maintaining your network?",362,Site Intelligence Platform Security Without Sacrificing Convenience,1,3,5,0,527,7,0,39,2,https://www.nexusnt.com/services/site-intelligence-platform/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,False,False,False,38,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Put a form or a tap-to-call number on the page,9
https://www.nexusnt.com/site-intelligence-platform-form/,form,Site Intelligence Platform Form - Nexus Network Technologies,60,False,Interested in NaaS for your business? Let’s get started.,56,Interested in Access Control for Your Facilities? Let’s get started.,1,6,0,0,250,2,0,37,2,https://www.nexusnt.com/site-intelligence-platform-form/,True,,False,False,False,False,False,False,True,"BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,False,33,F,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a heading that asks the question the page answers | Deepen to 300 words or more | Add a five-question FAQ marked up as FAQPage | Add Service schema (or Article schema on a post) | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image),9
